position COMBINED_rate(cM/Mb) Genetic_Map(cM)
11523 5.0511991304 0
11543 5.0806478302 0.000101612956604
11816 5.1889284633 0.0015181904270849
12092 5.4881945265 0.0030329321163989
12183 6.6489401538 0.0036379856703947
12716 8.391433318 0.0081106196288887
12842 8.4068029679 0.0091698768028441
13034 0.3577502634 0.0092385648534169
51984 0.3279268959 0.0220113174487219
57731 0.3006145113 0.023738949045163
69805 0.3005631082 0.0273679480135698
69836 0.3004415363 0.0273772617011951
73090 0.3000465616 0.0283536132126415
78172 0.2999224146 0.0298778189236387
85149 0.3002151496 0.0319724200223979
87505 0.3005245248 0.0326804558028267
87588 0.3005718576 0.0327054032670075
87933 0.3006068652 0.0328091126355015
93276 0.3004897872 0.0344146295685111
99186 0.3009776855 0.0361934076898161
99779 0.3016600202 0.0363722920817947
100779 0.3018205251 0.0366741126068947
100825 0.3017530635 0.0366879932478157
100949 0.3018673791 0.0367254248028241
100977 0.3015955774 0.0367338694789913
112535 0.3094748001 0.0403107792185471
115574 0.5529779306 0.0419912791496405
122474 0.8192201326 0.0476438980645805
127159 0.998359578 0.0523212126875105
127170 1.1663509744 0.0523340425482289
132301 1.1884967113 0.0584322191739092
132649 1.17268812 0.0588403146396692
132671 1.1685185559 0.058866022047899
135649 1.0630499622 0.0620317848353306
136305 0.8784632177 0.0626080567061418
136630 0.7607891955 0.0628553131946793
139767 0.7323264703 0.0651526213320104
143973 0.7306237181 0.068225624690339
150399 1.3576530888 0.0769499034389678
154192 1.056484655 0.0809571497353828
159382 0.139875985 0.0816831060975328
159885 0.0284978973 0.0816974405398747
160887 0.0253714231 0.081722862705821
161240 0.0181034447 0.0817292532218
161922 0.0163610721 0.0817404114729722
162039 0.01426846 0.0817420808827922
164285 0.0142678052 0.0817741263732714
165098 0.014283069 0.0817857385083684
165453 0.0143053776 0.0817908169174164
165503 0.0142988329 0.0817915318590614
166277 0.0143190337 0.0818026147911452
177063 0.0145600759 0.0819596597698026
177503 0.0147204981 0.0819661367889666
178007 0.0150492522 0.0819737216120754
179403 0.0172579139 0.0819978136598798
180486 0.1782923803 0.0821909043077447
