position COMBINED_rate(cM/Mb) Genetic_Map(cM)
13043 0 0
51088 2.5908669145 0.0985695317621525
52467 2.5883019704 0.102138800179334
53011 2.5894521262 0.103547462135987
53206 2.587969284 0.104052116146367
57026 2.6003514829 0.113985458811045
58275 2.6125936534 0.117248588284141
58449 2.6242878381 0.117705214367971
58980 2.7600396252 0.119170795408952
59667 3.5761355129 0.121627600506314
59717 3.7888071913 0.121817040865879
60225 3.7884316807 0.123741564159675
60532 5.4956847026 0.125428739363373
62484 6.5968161288 0.138305724446791
62526 7.8292824143 0.138634554308191
62646 8.8746559937 0.139699513027435
63098 8.8907988732 0.143718154118122
65351 5.7241939613 0.156614763112931
66675 2.804877519 0.160328420948087
73263 4.5396672151 0.190235748561165
73422 4.7022589836 0.190983407739558
78232 4.8704115859 0.214410087467737
78382 4.9689507136 0.215155430074777
81136 4.9854484147 0.228885355008861
81461 4.997460342 0.230509529620011
81765 4.9994775364 0.232029370791076
82081 5.0034680846 0.23361046670581
82969 5.0073613465 0.238057003581502
83173 5.0085995958 0.239078757899045
83196 5.0082692276 0.23919394809128
84782 5.0086092476 0.247137602357973
86350 5.0089288918 0.254991602860316
86502 5.0096311963 0.255753066802153
86633 5.0145633255 0.256409974597794
86802 5.0135592736 0.257257266115032
87081 5.0123138046 0.258655701666516
87542 5.010141435 0.260965376868051
87755 4.995995126 0.262029523829889
87761 4.9811163122 0.262059410527762
87769 4.9803235338 0.262099253116032
88525 4.9417825252 0.265835240705084
88813 4.7293585019 0.267197295953631
88828 4.4788677913 0.2672644789705
88988 3.7311885981 0.267861469146196
89183 3.1178047281 0.268469441068176
90429 3.0999044069 0.272331921959173
95631 3.5372843512 0.290732875154116
102911 3.3988786851 0.315476711981644
108420 4.63170578 0.340992779123664
108849 5.3529698876 0.343289203205444
109300 5.3591002154 0.345706157402589
109329 5.363245368 0.345861691518261
109700 5.7065625372 0.347978826219563
110025 16.3488460918 0.353292201199398
110579 40.288526229 0.375612044730264
110643 40.6337507021 0.378212604775198
110908 41.6698595593 0.389255117558412
111030 41.7978868679 0.394354459756296
