position COMBINED_rate(cM/Mb) Genetic_Map(cM)
20014981 0 0
20049831 0.1031918738 0.00359623680193
20055634 0.1032565516 0.0041954345708648
20071673 0.1111991554 0.0059789578243254
20071765 0.1205349975 0.0059900470440954
20078165 0.3148203104 0.0080048970306554
20083896 0.7087923598 0.0120669860446692
20085107 0.709859662 0.0129266260953512
20085638 0.2197608752 0.0130433191200824
20090856 0.1416650747 0.013782527479867
20100442 0.1403091896 0.0151275313713726
20100465 0.1372557211 0.0151306882529579
20101308 0.1358972285 0.0152452496165834
20111449 0.1358746733 0.0166231546785187
20119706 0.1358668694 0.0177450074191545
20143651 0.1364114523 0.021011379644478
20144802 0.1368961305 0.0211689470906835
20161372 2.360239057 0.0602781082651735
20161541 2.8699480281 0.0607631294819224
20161864 0.4011543523 0.0608927023377153
20162196 0.4027051251 0.0610264004392485
20163398 0.380274787 0.0614834907332225
20164610 0.3394524925 0.0618949071541325
20164888 0.3060586742 0.0619799914655601
20167089 0.3030617995 0.0626470304862596
20167621 0.3004211869 0.0628068545576904
20170150 0.2983484154 0.063561377700237
20172595 0.2959093406 0.064284876038004
20172708 0.2934110454 0.0643180314861342
20173696 0.2921764879 0.0646067018561794
20176300 0.2911647542 0.0653648948761162
20176836 0.2904091069 0.0655205541574146
20177092 0.2886558185 0.0655944500469506
20178288 0.2860008578 0.0659365070728794
20180945 0.2814773258 0.06668439232753
20186408 0.2823116414 0.0682266608244982
20188058 0.2905821204 0.0687061213231582
20191741 4.8109549198 0.0864248682927816
20192011 4.8646868892 0.0877383337528656
20192086 4.8556065239 0.0881025042421581
20192951 0 0.0881025042421581
20193922 0 0.0881025042421581
20194958 0 0.0881025042421581
20212798 0 0.0881025042421581
20415877 0 0.0881025042421581
20422587 3.8295551221 0.113798819111449
20423743 3.8295551221 0.118225784832597
20427207 3.8583391763 0.131591071739300
20427971 3.8809376442 0.134556108099469
20433733 3.881909491 0.156923670586611
20440478 6.8227243211 0.20294294613243
20445987 6.884436111 0.240869304667929
20446012 6.8922748249 0.241041611538552
20451350 6.8922748249 0.277832574553868
20457291 6.8922748249 0.318779579288599
20458228 6.8926132895 0.32523795794086
20461049 6.8930838875 0.344683347587498
20462603 6.8862317494 0.355384551726065
20463834 6.8862317494 0.363861503009577
20476986 6.8862317494 0.454429222977686
20482094 6.8854431505 0.48960006659044
20485289 6.8938325998 0.511625861746801
20485779 6.8833704834 0.514998713283667
20485879 6.8234365337 0.515681056937037
20488741 6.825624323 0.535215993749463
20488870 5.4026756679 0.535912938910622
20489414 5.4026756679 0.538851994473959
20493425 3.956305437 0.554720735581766
20494289 3.956305437 0.558138983479334
20498286 3.9563517325 0.573952521354137
20512227 3.9584810013 0.62913770499326
20522640 3.9648817706 0.670424018870518
20522940 3.9648817706 0.671613483401698
20527832 3.9725093373 0.69104699907977
20543988 10.6954326797 0.863842409453003
20544238 10.7911573044 0.866540198779103
20544880 10.7911573044 0.873468121768528
20549630 10.764883888 0.924601320236528
20549809 10.764883888 0.92652823445248
20550214 10.764883888 0.93088801242712
20551056 10.5945816717 0.93980865019469
20552191 10.0541556399 0.951220116845977
20555720 6.4841637893 0.974102730858417
20563896 6.2037232677 1.02482437229513
20564575 5.9998398345 1.02889826354276
20565646 6.0034097903 1.03532791542817
20565861 5.8334872943 1.03658211519644
20569728 5.8309618949 1.05913044484402
20570622 5.8300044778 1.06434246884718
20571213 5.8269139996 1.06778617502094
20572942 5.7176800511 1.07767204382929
20573044 5.5842011644 1.07824163234806
20574983 5.4337036222 1.08877758367151
20574992 5.2576452224 1.08882490247851
20577494 5.2412539332 1.10193851981937
20578432 5.2646233288 1.10687673650179
20580644 5.2757469003 1.11854668864525
20582240 5.3154427031 1.12703013519940
20582856 5.4340069042 1.13037748345239
20582900 5.5603398284 1.13062213840484
20584035 5.7460767146 1.13714393547591
20584498 5.9562062794 1.13990165898327
20585155 6.2682732412 1.14401991450274
20585204 6.4229574895 1.14433463941972
20585398 6.511325715 1.14559783660843
20585462 6.5282427929 1.14601564414718
20586155 6.5284915513 1.15053988879223
20586291 6.5284915513 1.15142776364321
20586865 6.5275874275 1.15517459882659
20586927 6.5207412337 1.15557888478308
20587247 6.5163818103 1.15766412696238
20587314 6.5004840073 1.15809965939087
20587599 6.4446534244 1.15993638561682
20588228 6.2240575519 1.16385131781696
20588230 6.0597496683 1.16386343731630
20588705 5.9505327245 1.16668994036044
20590136 5.6676320361 1.17480032180410
