position COMBINED_rate(cM/Mb) Genetic_Map(cM)
16051347 9.6640973708 0
16052618 9.7078062447 0.0123386217370137
16053624 9.7138922111 0.0221107973013803
16053659 9.716343506 0.0224508693240903
16053758 9.707808785 0.0234119423938053
16054713 9.5801157234 0.0325609529096523
16054960 9.5805112114 0.0349273391788681
16055070 6.2364537599 0.0356133490924571
16055171 6.2367174178 0.0362432575516549
16055207 6.2427493746 0.0364679965291405
16059734 3.9826855685 0.05449761409774
16061016 3.9611463686 0.0595758037422852
16061342 3.9611463686 0.0608671374584488
16069374 3.8490681814 0.0917828530914536
16072292 3.8361315759 0.102976685029930
16079493 3.8361315759 0.130600668507986
16099437 3.8395844392 0.207177340563390
16100059 3.843712102 0.209568129490834
16102325 3.8442446297 0.218279187821735
16103902 3.841044501 0.224336514999812
16110036 3.8401104866 0.247891752724616
16112336 3.8380568509 0.256719283481686
16136814 3.9599609771 0.35365120827914
16140628 7.1357779607 0.38086706542125
16173179 7.1344157513 0.613099432541816
16227431 7.7588863353 1.03403453400451
16231423 7.758128546 1.06500498316014
16252600 8.2936027089 1.24063860772652
16267521 8.2928451412 1.36437615007836
16317416 8.4678641827 1.78688023347418
16344414 8.6295808956 2.01986165849359
16344572 8.6363169331 2.02122619656902
16345582 8.6430472952 2.02995567433717
16345954 8.6447281629 2.03317151321377
16346071 8.4467069144 2.03415977792275
16347194 6.0762272273 2.04098338109901
16351604 5.7065774019 2.06614938744139
16351852 3.0363696001 2.06690240710222
16364825 2.51826389 2.09957184454719
16365495 0.7453698944 2.10007124237643
16407120 0.1364496279 2.10575095813777
16473585 0.1364498034 2.11482009432075
16489239 0.5395889252 2.12326681935583
16494095 0.5395050468 2.12588665586309
16494187 0.6572459529 2.12594712249076
16494473 0.6507599658 2.12613323984098
16494682 0.5121806841 2.12624028560396
16504399 0.1252975627 2.12745780202071
16587208 0.2506375924 2.14821285040976
16598987 0.3840983843 2.15273714527843
16609899 0.4167777364 2.15728502393803
16616145 0.4426071878 2.16004954843303
16619031 0.5187491818 2.16154665857170
16629152 0.6087594852 2.16770791332141
16630874 0.727659584 2.16896094312506
16631921 0.743472805 2.16973935915190
16632034 0.7567552782 2.16982487249833
16633820 0.884654203 2.17140486490489
16644918 0.8914971326 2.18129870008249
16649282 0 2.18129870008249
16662015 0 2.18129870008249
16682084 0 2.18129870008249
16851640 0.1743574975 2.21086205992860
16855274 0.1709176265 2.21148317458330
16855303 0.1686080445 2.21148806421659
16855618 0.1663343705 2.21154045954330
16855788 0.1634974361 2.21156825410743
16858253 0.156429495 2.21195385281261
16858287 0.148899463 2.21195891539435
16858684 0.1431069079 2.21201572883679
16858968 0.1371288974 2.21205467344365
16862245 0.1392390631 2.21251095985343
16863070 3.1924738134 2.21514475074948
16865262 3.8744446603 2.22363753344486
16870393 2.1256389599 2.23454418694811
16871440 1.9987504029 2.23663687861994
16877135 1.6764223769 2.24618410405639
16878039 1.5829421403 2.24761508375122
16878423 0.5042536399 2.24780871714894
16888577 0.5084612614 2.25297163279720
16888900 0.5131954798 2.25313739493717
16890125 0.515818962 2.25376927316562
16890296 0.5167148867 2.25385763141125
16890307 0.5155704317 2.25386330268600
16890816 0.5165318432 2.25412621739418
16893449 0.5213411448 2.25549890862844
16894090 0.5257647004 2.2558359238014
16894264 0.5319052866 2.25592847532127
16896164 0.5697869814 2.25701107058593
16896210 0.6026675092 2.25703879329135
16896762 0.6232498887 2.25738282722991
16896882 0.6414545526 2.25745980177622
16900134 0.7170777478 2.25979173861207
16902425 0.7717842956 2.26155989643329
16905893 0.9686409902 2.26491914338730
16911574 1.1363593526 2.27137480086942
16911828 1.2931047088 2.27170324946546
16915998 3.4817183041 2.28622201479356
16918335 2.4853280269 2.29203022639242
16918847 1.8358252336 2.29297016891203
16918867 0.1015480367 2.29297219987276
16938376 0.1023668 2.29496927377396
16952978 0.1390407883 2.29699954736472
16953120 0.1657732943 2.29702308717251
16957305 0.1797871953 2.29777549658484
16963545 0.2051593742 2.29905569107984
16966809 0.2204967666 2.29977539252603
16968466 0.2231185904 2.30014510003032
