position COMBINED_rate(cM/Mb) Genetic_Map(cM)
10865933 0.6247366105 0
10906723 0.6231151531 0.025416867094949
10906915 0.4976528486 0.0255124164418802
10906989 0.4965798052 0.025549163347465
10907208 0.4953800875 0.0256576515866275
10913973 0.442217683 0.0286492542121225
10916916 0.4231906694 0.0298947043521667
10920018 0.4233025543 0.0312077888756053
10920041 0.4234745693 0.0312175287906992
10925289 0.4235201568 0.0334401625735856
10930954 0.4228200938 0.0358354384049626
10932768 0.4105639588 0.0365802014262258
10934273 0.4103653968 0.0371978013484098
10936230 0.3929208557 0.0379667474630147
10939624 0.3926848463 0.0392995198313569
10944086 0.3893053967 0.0410366005114323
10950631 0.3876889824 0.0435740249012403
10953459 0.3869638499 0.0446683586687575
10956723 0.311744834 0.0456858938069335
10959806 0.2789617388 0.0465459328476539
10964139 0.268949081 0.0477112892156269
10966825 0.2659230188 0.0484255584441237
10967767 0.2641768732 0.0486744130586781
10971566 0.2641002218 0.0496777298012963
10971951 0.2631826016 0.0497790551029123
10972245 0.2630881923 0.0498564030314485
10973329 0.2626881764 0.0501411570146661
10979098 0.2623317024 0.0516545486058117
10989915 0.2629913549 0.054499326091765
10994487 0.305147441 0.055894460192017
10996929 0.3314033713 0.0567037472247316
10997541 0.7566308986 0.0571668053346748
11001104 5.2831631741 0.0759907157239931
11027304 5.2640688377 0.213909319271733
11030426 5.7422905071 0.231836750234899
11035767 5.4292631165 0.260834444540126
11037138 5.3853817733 0.26821780295132
11041034 5.3788558942 0.289173825515123
11042513 1.4473912453 0.291314517166922
11049019 1.4331783411 0.300638775454119
11050160 1.4332934496 0.302274163280112
11052182 1.4336862128 0.305173076802394
11054925 2.2758994687 0.311415869045038
11062900 2.2809245318 0.329606242186143
11064109 2.4979907001 0.332626312942564
11065122 2.7857338768 0.335448261359762
11077856 2.7633359258 0.370636581038899
11083847 2.7474343021 0.387096459942780
11090599 1.3250999555 0.396043534842316
11091243 1.2976316164 0.396879209603278
11093362 1.2787131314 0.399588802728715
11093820 1.2602329877 0.400165989437081
11094222 1.3284769576 0.400700037174036
11112900 1.9573597162 0.43725960195322
11113436 2.5912066734 0.438648488730162
11141997 2.56823537 0.511999859132732
11146187 2.5649470259 0.522746987171253
11148415 2.5566785802 0.528443267047939
11167248 2.5516477727 0.576498449551198
11180246 2.5560659659 0.609722194975966
11180808 2.5392863547 0.611149273907308
11183021 1.705222927 0.614922932244759
11183830 1.5681108402 0.61619153391448
11183983 1.4331971107 0.616410813072418
11184199 1.0144366477 0.616629931388321
11185781 0 0.616629931388321
14355368 0 0.616629931388321
14360890 0 0.616629931388321
14363043 1.2236529551 0.619264456200651
14377426 1.4718452975 0.640434007114594
14380374 1.407928535 0.644584580435774
14380671 1.4171676732 0.645005479234714
14382505 1.3450652129 0.647472328835173
14408582 1.3405295048 0.682429316731842
14414872 1.3345045052 0.69082335006955
14424153 1.3397513087 0.703257581965595
14425542 1.3400342497 0.705118889538428
14427021 1.3441553806 0.707106895346336
14446016 1.3456696273 0.7326678899169
14472259 0 0.7326678899169
14482326 0 0.7326678899169
14585453 1.2551712766 0.862109938158827
14595264 1.1832026919 0.873718339769058
14597009 1.122447605 0.875677010839783
14600130 1.1222254495 0.879179476467673
14607040 0.1393858432 0.880142632644185
14613033 0.1394343512 0.880978262710926
14613203 0.1396603996 0.881002004978858
14613701 0.1394460312 0.881071449102396
14613993 0.1397909052 0.881112268046714
14627705 0.0406859794 0.881670154196247
14630588 0.0206876501 0.881729796691486
14630955 0.0062470859 0.88173208937201
14633424 0.0042348751 0.881742545278633
14636906 0.0041237754 0.881756904264576
14638916 0.0041039064 0.88176515311644
14640400 0.0041039064 0.881771243313537
14646553 0.0043363016 0.881797924577282
14647850 0.005646603 0.881805248221373
14648157 0.0072501467 0.88180747401641
14649798 0.0102834351 0.88182434913341
14652908 0.0133880575 0.881865985992234
14655551 0.335517981 0.882752760016017
14656769 0.0409404974 0.88280262554185
14658830 0.0410368562 0.882887202502478
14661992 0.2925135508 0.883812130350108
14664951 0.3670083658 0.88489810810451
14665973 0.1419978671 0.885043229924686
14666164 0.0759816547 0.885057742420734
14667084 0.0718387143 0.88512383403789
14669931 0.0718057776 0.885328265086717
14670124 0.0717193228 0.885342106916018
14670189 0.0715248722 0.88534675603271
14671173 0.0714969717 0.885417109052863
14673850 0.0714482156 0.885608375926025
14677301 0.0711558973 0.885853934927607
14677354 0.0707306726 0.885857683653255
14681277 0.069796723 0.886131496197584
14685596 0.0779244297 0.886468051809458
14686163 0.0777570235 0.886512140041782
14686657 0.0775237434 0.886550436771022
14687571 0.1793209794 0.886714336146194
14688825 0.2667280319 0.887048813098196
14691367 0.2650440356 0.887722555036692
14692312 0.2692888164 0.88797703296819
14693233 0.3995207573 0.888344991585663
14693381 0.5511494323 0.888426561701643
14712164 0.5557826947 0.898865828056193
14714887 0.5191663094 0.90027951791669
14715226 0.4818273277 0.90044285738078
14717531 0.3620114706 0.901277293820513
14722956 0.3968425042 0.903430164405798
14725383 0.2352191621 0.904001041312214
14735086 0.1674879154 0.90562617655534
14735490 0.1512602739 0.905687285705996
14736458 0.1055456482 0.905789453893454
