position COMBINED_rate(cM/Mb) Genetic_Map(cM)
61795 0.3516610754 0
63231 0.3500036909 0.0005026053001324
63244 0.3494018702 0.000507147524445
63799 0.3501262382 0.000701467586646
64150 0.3558643956 0.0008263759895016
64934 0.3567249058 0.0011060483156488
65288 0.3633379498 0.001234669949878
66370 10.0482361599 0.0121068614748898
68749 10.051710916 0.0360198817440538
69094 10.0518361874 0.0394877652287068
69408 10.0527922413 0.042644341992475
71079 10.0521240689 0.0594414413116069
71093 10.0521240689 0.0595821710485715
72892 6.4583513881 0.0712007451957634
74347 4.1957323346 0.0773055357426064
75254 0.5876563164 0.0778385400215812
76962 0.5881145274 0.0788430396343804
80655 0.5905878431 0.0810240805389487
82416 0.5900214095 0.0820631082410782
83570 0.5901156426 0.0827441016926386
85116 0.5905492957 0.0836570909037908
87416 0.5894418186 0.0850128070865708
90984 1.5912191012 0.0906902768396524
91088 3.2324197134 0.091026448489846
91227 4.0126812611 0.0915842111851389
91346 5.1608783007 0.0921983557029222
91508 5.5025614395 0.0930897706561212
91707 5.3017757277 0.0941448240259335
92366 2.4694493815 0.095772191168342
92527 0.7741229426 0.0958968249621006
92891 0.3370408076 0.096019507816067
95093 0.3415255752 0.0967715471326574
96931 0.369081028 0.0974499180621214
97122 0.3898401788 0.0975243775362722
97394 0.4183862936 0.0976381786081314
98930 0.4777666028 0.0983720281100322
100272 0.4273585241 0.0989455432493744
100505 0.3523615634 0.0990276434936466
100699 0.2398615568 0.0990741766356658
101362 0.2003561247 0.0992070127463419
101905 0.1790778991 0.0993042520455532
102181 0.1614560717 0.0993488139213424
102799 0.1554960424 0.0994449104755456
103517 0.1548470571 0.0995560906625434
107201 0.1549620796 0.100126970963790
108187 0.1553509108 0.100280146961839
108328 0.1556876121 0.100302098915145
109272 0.1563383116 0.100449682281295
109377 0.1568722032 0.100466153862631
121976 0.1571019321 0.102445481105159
122508 0.1573717636 0.102529202883394
124302 0.1617015123 0.102819295396460
124412 0.1682452244 0.102837802371144
124998 0.4545609651 0.103104175096693
125121 0.8705292755 0.103211250197579
125538 11.3432717837 0.107941394531382
126529 11.3432717837 0.119182576869029
126600 11.3415498859 0.119987826910928
126614 11.3328596789 0.120146486946433
126678 9.9331185812 0.120782206535629
126760 1.1631798499 0.120877587283321
126923 0.9258851694 0.121028506565933
127194 0.9011221261 0.121272710662107
127720 0.8994023974 0.121745796323139
127952 0.8981434747 0.121954165609269
128713 0.9072027286 0.122644546885734
129013 0.9138042579 0.122918688163104
129063 0.9124308836 0.122964309707284
129613 0.4709833401 0.123223350544339
129635 0.4709512544 0.123233711471936
129864 0.2150728292 0.123282963149822
131495 0.2032857738 0.123614522246890
131657 0.199671044 0.123646868956018
132775 0.2623375257 0.123940162309751
133158 0.2634647086 0.124041069293145
133900 1.2627882307 0.124978058160324
134017 6.5215796742 0.125741082982205
134476 6.4935573542 0.128721625807783
134539 6.4636525819 0.129128835920443
134643 6.4630458305 0.129800992686815
134844 1.7954147782 0.130161871057233
134931 1.4364848171 0.130286845236321
135488 0.359745123 0.130487223269832
135897 0.3719949707 0.130639369212848
136025 0.2902814785 0.130676525242096
136374 0.3081718055 0.130784077202216
136454 0.3365643935 0.130811002353696
136568 0.3626668008 0.130852346368987
136721 0.3866969591 0.130911511003729
137310 0.3866682745 0.131139258617410
137454 0.3951167671 0.131196155431872
137900 0.4130003056 0.131380353568170
137933 0.4277027383 0.131394467758534
138004 0.4540166613 0.131426702941486
138125 0.4662480255 0.131483118952571
138148 0.473498081 0.131494009408434
138460 0.473498081 0.131641740809706
138555 0.473498081 0.131686723127401
139154 0.473498081 0.131970348477920
139173 0.473498081 0.131979344941459
139362 0.214271683 0.132019842289546
139409 0.214271683 0.132029913058647
139419 0.214271683 0.132032055775477
139456 0.214271683 0.132039983827748
139576 0.214271683 0.132065696429708
139745 0.1221370622 0.132086337593220
139841 0.067543416 0.132092821761156
140086 0.0435419656 0.132103489542728
140171 0.0435419656 0.132107190609804
140280 0.0352633466 0.132111034314584
140505 0.0352633466 0.132118968567569
140506 0.0352633466 0.132119003830915
140695 0.0352633466 0.132125668603423
143723 0.0352808611 0.132232499050833
143754 0.1896444057 0.13223837802741
143918 2.1583956426 0.132592354912797
144382 5.8067478383 0.135286685909768
144551 4.5461644744 0.136054987705941
144570 4.5250623052 0.13614096388974
144899 0.2921696121 0.136237087692121
145413 0.2927270207 0.136387549380761
145853 0.2927227472 0.136516347389529
146951 0.2927227472 0.136837756965954
146995 0.2959334201 0.136850778036439
147685 0.2967826379 0.137055558056590
148084 0.2969635793 0.137174046524731
149407 0.29806514 0.137568386704951
149975 0.2980730807 0.137737692214788
151330 0.3002102989 0.138144477169798
